21,四条で個室のある中華料理,四条/で/個室/の/ある/中華/料理,B-place/O/B-style/I-style/I-style/B-genre/I-genre
22,あっさりしたものを食べたいんだけど,あっさり/し/た/もの/を/食べ/たい/ん/だ/けど,B-mood/I-mood/I-mood/I-mood/O/O/O/O/O/O
23,京都で評判のこってり系のラーメンを教えて,京都/で/評判/の/こってり/系/の/ラーメン/を/教え/て,B-place/O/B-rate/O/B-mood/B-mood/O/B-genre/O/O/O
24,スペイン料理レストランを四条通で探して,スペイン/料理/レストラン/を/四条/通/で/探し/て,B-genre/I-genre/O/O/B-place/I-place/O/O/O
25,ガッツリ系のお店は大学の近くにないかな,ガッツリ/系/の/お/店/は/大学/の/近く/に/ない/か/な,B-mood/I-mood/O/O/O/O/B-place/I-place/I-place/O/O/O/O
26,穴子丼が食べられるお店ってこの近くにありますか,穴子/丼/が/食べ/られる/お/店/って/この/近く/に/あり/ます/か,B-genre/I-genre/O/O/O/O/O/O/B-place/I-place/O/O/O/O
27,この近くにあっさりした定食が食べられるお店はあるかな,この/近く/に/あっさり/し/た/定食/が/食べ/られる/お/店/は/ある/か/な,B-place/I-place/O/B-mood/I-mood/I-mood/B-genre/O/O/O/O/O/O/O/O/O
28,格安のお寿司屋さんを三条付近で検索して,格安/の/お/寿司/屋/さん/を/三条/付近/で/検索/し/て,B-rate/O/B-genre/I-genre/I-genre/I-genre/O/B-place/I-place/O/O/O/O
29,一乗寺で人気のラーメン屋を教えて,一乗寺/で/人気/の/ラーメン/屋/を/教え/て,B-place/O/B-rate/O/B-genre/I-genre/O/O/O
30,京都駅付近の安くステーキが食べられるお店はありますか,京都/駅/付近/の/安く/ステーキ/が/食べ/られる/お/店/は/あり/ます/か,B-place/I-place/I-place/O/B-rate/B-genre/O/O/O/O/O/O/O/O/O
31,安い居酒屋を大学近くで探して,安い/居酒屋/を/大学/近く/で/探し/て,B-rate/B-genre/O/B-place/I-place/O/O/O
32,お手頃価格のすき焼き屋を教えて,お/手頃/価格/の/すき焼き/屋/を/教え/て,B-rate/I-rate/I-rate/O/B-genre/I-genre/O/O/O
33,美味しいケーキが食べられるところ,美味しい/ケーキ/が/食べ/られる/ところ,B-rate/B-genre/O/O/O/O
34,回転寿司を京都駅付近で検索して,回転/寿司/を/京都/駅/付近/で/検索/し/て,B-genre/I-genre/O/B-place/I-place/I-place/O/O/O/O
35,個室カフェはここらへんにあるかな,個室/カフェ/は/ここら/へん/に/ある/か/な,B-style/B-genre/O/B-place/I-place/O/O/O/O
36,5000円以内で中華料理を食べたい,5000/円/以内/で/中華/料理/を/食べ/たい,B-budget/I-budget/I-budget/O/B-genre/I-genre/O/O/O
37,あっさり系のお蕎麦屋さんはこの近くにないかな,あっさり/系/の/お/蕎麦/屋/さん/は/この/近く/に/ない/か/な,B-mood/I-mood/O/B-genre/I-genre/I-genre/I-genre/O/B-genre/I-genre/O/O/O/O
38,掘りごたつ形式の居酒屋とか四条付近で教えて,掘り/ご/たつ/形式/の/居酒屋/とか/四条/付近/で/教え/て,B-style/I-style/I-style/I-style/O/B-genre/O/B-genre/I-genre/O/O/O
39,湯豆腐を食べられるお店を金閣寺付近で検索して,湯豆腐/を/食べ/られる/お/店/を/金閣寺/付近/で/検索/し/て,B-genre/O/O/O/O/O/O/B-place/I-place/O/O/O/O
40,川床で食べられるお店って鴨川沿いにありますか,川床/で/食べ/られる/お/店/って/鴨川/沿い/に/あり/ます/か,B-style/O/O/O/O/O/O/B-place/I-place/O/O/O/O
41,郷土料理を出してくれるお店を教えて,郷土/料理/を/出し/て/くれる/お/店/を/教え/て,B-genre/I-genre/O/O/O/O/O/O/O/O/O
42,大学付近であっさりしたものを食べられるお店はありますか,大学/付近/で/あっさり/し/た/もの/を/食べ/られる/お/店/は/あり/ます/か,B-place/I-place/O/B-mood/I-mood/I-mood/I-mood/O/O/O/O/O/O/O/O/O
43,安いお寿司を食べられるお店はないかな,安い/お/寿司/を/食べ/られる/お/店/は/ない/か/な,B-rate/B-genre/I-genre/O/O/O/O/O/O/O/O/O
44,個室のあるラーメン屋はこの近くにあるかな,個室/の/ある/ラーメン/屋/は/この/近く/に/ある/か/な,B-style/O/O/B-genre/I-genre/O/I-place/I-place/O/O/O/O
45,二条通りでアフタヌーンティーを飲める喫茶店を教えて,二/条/通り/で/アフタヌーン/ティー/を/飲める/喫茶店/を/教え/て,B-place/I-place/I-place/O/B-genre/I-genre/O/O/B-genre/O/O/O
46,1万円以内で食べられるフレンチレストランはないかな,1/万/円/以内/で/食べ/られる/フレンチ/レストラン/は/ない/か/な,B-budget/I-budget/I-budget/I-budget/O/O/O/B-genre/I-genre/O/O/O/O
47,野外で焼肉が食べられるお店は京都駅周辺にありますか,野外/で/焼肉/が/食べ/られる/お/店/は/京都/駅/周辺/に/あり/ます/か,B-style/O/B-genre/O/O/O/O/O/O/B-place/I-place/I-place/O/O/O/O
48,清水寺付近でさっぱりしたスイーツの食べられるお店を探して,清水寺/付近/で/さっぱり/し/た/スイーツ/の/食べ/られる/お/店/を/探し/て,B-place/I-place/O/B-mood/I-mood/I-mood/B-genre/O/O/O/O/O/O/O/O
49,広い庭で食べられるバーベキューのお店は京都市内にありますか,広い/庭/で/食べ/られる/バーベキュー/の/お/店/は/京都/市内/に/あり/ます/か,B-style/I-style/O/O/O/B-genre/O/O/O/O/B-place/I-place/O/O/O/O
50,清水寺の周辺であっさりした魚料理屋さんを探して,清水寺/の/周辺/で/あっさり/し/た/魚/料理/屋/さん/を/探し/て,B-place/I-place/I-place/O/B-mood/I-mood/I-mood/B-genre/I-genre/I-genre/I-genre/O/O/O
51,京都駅の近くの創作料理屋さんを検索お願い,京都/駅/の/近く/の/創作/料理/屋/さん/を/検索/お願い,B-place/I-place/I-place/I-place/O/B-genre/I-genre/I-genre/I-genre/O/O/O
52,屋上でやっているビアガーデンのお店はありますか,屋上/で/やっ/て/いる/ビアガーデン/の/お/店/は/あり/ます/か,B-style/O/O/O/O/B-genre/O/O/O/O/O/O/O
53,東山三条駅近くであっさりの中華料理屋を教えて,東山/三条/駅/近く/で/あっさり/の/中華/料理/屋/を/教え/て,B-place/I-place/I-place/I-place/O/B-mood/O/B-genre/I-genre/I-genre/O/O/O
54,三条駅近くのこってり系ラーメン屋を教えて,三条/駅/近く/の/こってり/系/ラーメン/屋/を/教え/て,B-place/I-place/I-place/O/B-mood/I-mood/B-genre/I-genre/O/O/O
55,四条でおすすめの餃子屋さんを教えて,四条/で/おすすめ/の/餃子/屋/さん/を/教え/て,B-place/I-place/O/O/B-genre/I-genre/I-genre/O/O/O
56,東福寺付近でさくっと食べられるファーストフード店を教えて,東福寺/付近/で/さくっと/食べ/られる/ファースト/フード/店/を/教え/て,I-place/I-place/O/B-mood/I-mood/I-mood/B-genre/I-genre/I-genre/O/O/O
57,四条河原町でネパール料理の店はありますか,四条/河原町/で/ネパール/料理/の/店/は/あり/ます/か,B-place/I-place/O/B-genre/I-genre/O/O/O/O/O/O
58,スペイン料理がたべたい,スペイン/料理/が/たべ/たい,B-genre/I-genre/O/O/O
59,京都市内にスイス料理のお店はありますか,京都/市内/に/スイス/料理/の/お/店/は/あり/ます/か,B-place/I-place/O/B-genre/I-genre/O/O/O/O/O/O/O
60,北山のハンバーガ屋さんを探して,北山/の/ハンバーガ/屋/さん/を/探し/て,B-place/O/B-genre/I-genre/O/O/O/O
61,四条でおばんざいを食べられるところ,四条/で/お/ばん/ざい/を/食べ/られる/ところ,B-place/O/B-genre/I-genre/I-genre/O/O/O/O
62,三条通りで評判のいい海鮮丼屋さんを教えて,三条/通り/で/評判/の/いい/海鮮/丼/屋/さん/を/教え/て,B-genre/I-genre/O/B-rate/I-rate/I-rate/B-genre/I-genre/I-genre/I-genre/O/O/O
63,抹茶アイスの美味しいカフェレストランを教えて,抹茶/アイス/の/美味しい/カフェ/レストラン/を/教え/て,B-genre/I-genre/O/B-rate/B-genre/I-genre/O/O/O
64,お刺身みたなさっぱりしたものを食べられるお店を四条付近で検索して,お/刺身/み/た/な/さっぱり/し/た/もの/を/食べ/られる/お/店/を/四条/付近/で/検索/し/て,B-genre/I-genre/O/O/O/B-genre/I-genre/I-genre/I-genre/O/O/O/O/O/O/B-place/I-place/O/O/O/O
65,祇園付近に1000円程度の美味しいスイーツ屋さんはありますか,祇園/付近/に/1000/円/程度/の/美味しい/スイーツ/屋/さん/は/あり/ます/か,B-place/I-place/O/B-budget/I-budget/I-budget/O/B-rate/B-genre/I-genre/I-genre/O/O/O/O
66,美味しい豆大福を食べられる料理屋さんを探して,美味しい/豆/大福/を/食べ/られる/料理/屋/さん/を/探し/て,B-rate/B-genre/I-genre/O/O/O/O/O/O/O/O/O
67,百万遍にケーキ屋さんはありますか,百/万/遍/に/ケーキ/屋/さん/は/あり/ます/か,B-place/I-place/I-place/O/B-genre/I-genre/O/O/O/O/O
68,銀閣寺周辺で隠れ家的なレストランを教えて,銀閣寺/周辺/で/隠れ家/的/な/レストラン/を/教え/て,B-place/I-place/O/B-style/I-style/O/O/O/O/O
69,烏丸御池でおしゃれなレストランを教えて,烏丸/御池/で/おしゃれ/な/レストラン/を/教え/て,B-place/I-place/O/B-style/O/O/O/O/O
70,高級感のある日本料理屋さんを紹介して,高級/感/の/ある/日本/料理/屋/さん/を/紹介/し/て,B-mood/I-mood/O/O/B-genre/I-genre/O/O/O/O/O/O
71,西陣あたりで有名な料亭を教えて,西陣/あたり/で/有名/な/料亭/を/教え/て,B-place/I-place/O/B-rate/O/B-genre/O/O/O
72,人気のすき焼きのお店はありますか,人気/の/すき焼き/の/お/店/は/あり/ます/か,B-rate/O/B-genre/O/O/O/O/O/O/O
73,京都駅周辺で手頃な価格の焼肉屋を教えて,京都/駅/周辺/で/手頃/な/価格/の/焼肉/屋/を/教え/て,B-place/I-place/I-place/O/B-rate/I-rate/I-rate/O/B-genre/I-genre/O/O/O
74,ここらへんで天ぷらそばを食べたい,ここら/へ/んで/天ぷら/そば/を/食べ/たい,B-place/I-place/I-place/B-genre/I-genre/O/O/O
75,清水寺あたりで京都らしい料理屋さんを教えて,清水寺/あたり/で/京都/らしい/料理/屋/さん/を/教え/て,B-place/I-place/O/B-mood/I-mood/O/O/O/O/O/O
76,ハラル料理の食べられるお店を検索して,ハラル/料理/の/食べ/られる/お/店/を/検索/し/て,B-genre/I-genre/O/O/O/O/O/O/O/O/O
77,今出川近くのカレー屋を教えてください,今出川/近く/の/カレー/屋/を/教え/て/ください,B-place/I-place/O/B-genre/I-genre/O/O/O/O
78,三条にめっちゃ美味しい焼き魚を食べられるお店はあるかな,三条/に/めっちゃ/美味しい/焼き魚/を/食べ/られる/お/店/は/ある/か/な,B-place/O/B-rate/I-rate/B-genre/O/O/O/O/O/O/O/O/O
79,東福寺駅周辺で格安居酒屋を探して,東福寺/駅/周辺/で/格安/居酒屋/を/探し/て,B-place/I-place/I-place/O/B-rate/B-genre/O/O/O
80,近くにおいしいラーメン屋はありますか,近く/に/おいしい/ラーメン/屋/は/あり/ます/か,B-place/O/B-rate/I-genre/I-genre/O/O/O/O
81,から揚げがおいしいお店を教えてください,から/揚げ/が/おいしい/お/店/を/教え/て/ください,B-genre/I-genre/O/B-rate/O/O/O/O/O/O
82,西陣で昔ながらの料理屋さんを探して,西陣/で/昔ながら/の/料理/屋/さん/を/探し/て,B-place/O/B-mood/O/O/O/O/O/O/O
83,出町柳周辺の居酒屋を教えてください,出町柳/周辺/の/居酒屋/を/教え/て/ください,B-place/I-place/O/B-genre/O/O/O/O
84,美味しいお寿司屋さんは祇園にありますか,美味しい/お/寿司/屋/さん/は/祇園/に/あり/ます/か,B-rate/B-genre/I-genre/I-genre/I-genre/O/B-place/O/O/O/O
85,寺町通で手頃な価格のステーキ屋さんはありませんか,寺町/通/で/手頃/な/価格/の/ステーキ/屋/さん/は/あり/ませ/ん/か,B-place/I-place/O/B-rate/I-rate/I-rate/O/B-genre/O/O/O/O/O/O/O
86,5000円以内の予算で居酒屋を探して,5000/円/以内/の/予算/で/居酒屋/を/探し/て,B-budget/I-budget/I-budget/I-budget/I-budget/O/B-genre/O/O/O
87,烏丸御池で個室がある居酒屋を教えて,烏丸/御池/で/個室/が/ある/居酒屋/を/教え/て,B-place/I-place/O/B-style/O/O/B-genre/O/O/O
88,1万円以内で懐石料理が楽しめるお店はありますか,1/万/円/以内/で/懐石/料理/が/楽しめる/お/店/は/あり/ます/か,B-budget/I-budget/I-budget/I-budget/O/B-genre/I-genre/O/O/O/O/O/O/O/O
89,京都駅周辺で評判のいい中華料理屋を探して,京都/駅/周辺/で/評判/の/いい/中華/料理/屋/を/探し/て,B-place/I-place/I-place/O/B-rate/I-rate/I-rate/B-genre/I-genre/I-genre/O/O/O
90,四条河原町で焼肉が食べたい,四条/河原町/で/焼肉/が/食べ/たい,B-place/I-place/O/B-genre/O/O/O
91,祇園で1000円くらいで食べられる料理屋を探して,祇園/で/1000/円/くらい/で/食べ/られる/料理/屋/を/探し/て,B-place/O/B-budget/I-budget/O/O/O/O/O/O/O/O/O
92,この近くで開いている焼き鳥屋さんを教えて,この/近く/で/開い/て/いる/焼き鳥/屋/さん/を/教え/て,B-place/I-place/O/O/O/O/B-genre/I-genre/I-genre/O/O/O
93,あっさり系の和食のお店を探しています,あっさり/系/の/和食/の/お/店/を/探し/て/い/ます,B-mood/I-mood/O/B-genre/O/O/O/O/O/O/O/O
94,シンガポール料理が食べられるお店はありますか,シンガポール/料理/が/食べ/られる/お/店/は/あり/ます/か,B-genre/I-genre/O/O/O/O/O/O/O/O/O
95,京都駅で京料理が味わえるレストランはありますか,京都/駅/で/京/料理/が/味わえる/レストラン/は/あり/ます/か,B-place/I-place/O/B-genre/I-genre/O/O/O/O/O/O/O
96,この近くに定食屋はありますか,この/近く/に/定食/屋/は/あり/ます/か,B-place/I-place/O/I-genre/I-genre/O/O/O/O
97,近くで美味しいハンバーガ屋さんを教えて,近く/で/美味しい/ハンバーガ/屋/さん/を/教え/て,B-place/O/B-rate/B-genre/I-genre/I-genre/O/O/O
98,3000円でお寿司が食べたい,3000/円/で/お/寿司/が/食べ/たい,B-budget/O/B-genre/I-genre/O/O/O/O
99,烏丸丸太町にフランス料理のお店はありますか,烏丸/丸太/町/に/フランス/料理/の/お/店/は/あり/ます/か,B-place/I-place/I-place/O/B-genre/I-genre/O/O/O/O/O/O/O
100,四条大宮に評判のいい餃子屋はありませんか,四条大宮/に/評判/の/いい/餃子/屋/は/あり/ませ/ん/か,B-place/O/B-rate/I-rate/I-rate/B-genre/I-genre/O/O/O/O/O
